gphi_d,gp_d,weighted_sse
-3.035959721376947,0.14571062486767544,66.82538553897724
-2.93179305471028,0.14571062486767544,55.78005814139364
-2.8276263880436137,0.14571062486767544,53.07465673247421
-2.723459721376947,0.14571062486767544,57.42775780807473
-2.61929305471028,0.14571062486767544,51.03099272116676
-2.5151263880436137,0.14571062486767544,45.496347514640796
-2.4109597213769467,0.14571062486767544,40.0630872722788
-2.30679305471028,0.14571062486767544,37.60406389290684
-2.2026263880436137,0.14571062486767544,36.18708717062308
-2.0984597213769467,0.14571062486767544,34.6436044064973
-1.9942930547102802,0.14571062486767544,35.591931538104774
-1.8901263880436137,0.14571062486767544,37.543705410163184
-1.785959721376947,0.14571062486767544,39.73680323712332
-1.6817930547102802,0.14571062486767544,42.96298876764874
-1.5776263880436137,0.14571062486767544,47.76569972649329
-1.473459721376947,0.14571062486767544,52.99005071759867
-1.3692930547102802,0.14571062486767544,58.95798442130557
-1.2651263880436137,0.14571062486767544,65.32768108281199
-1.160959721376947,0.14571062486767544,67.21361961727477
-1.0567930547102802,0.14571062486767544,74.85161423461197
-0.9526263880436137,0.14571062486767544,83.33722714414077
-0.8484597213769467,0.14571062486767544,89.52028461026156
-0.7442930547102802,0.14571062486767544,99.67472795075705
-0.6401263880436137,0.14571062486767544,110.1801413451593
-3.1401263880436137,0.17487729153434212,82.5066513469878
-3.035959721376947,0.17487729153434212,64.18355217435499
-2.93179305471028,0.17487729153434212,53.378778635921094
-2.8276263880436137,0.17487729153434212,50.626146316226695
-2.723459721376947,0.17487729153434212,56.6433288215588
-2.61929305471028,0.17487729153434212,50.39181315004641
-2.5151263880436137,0.17487729153434212,46.22239364603507
-2.4109597213769467,0.17487729153434212,41.09998312771846
-2.30679305471028,0.17487729153434212,39.01337217611927
-2.2026263880436137,0.17487729153434212,37.78658610554244
-2.0984597213769467,0.17487729153434212,36.87105392064821
-1.9942930547102802,0.17487729153434212,38.048436531302436
-1.8901263880436137,0.17487729153434212,40.2972139400928
-1.785959721376947,0.17487729153434212,44.01985757871507
-1.6817930547102802,0.17487729153434212,47.21432035181525
-1.5776263880436137,0.17487729153434212,52.27835291543701
-1.473459721376947,0.17487729153434212,58.02766973823691
-1.3692930547102802,0.17487729153434212,62.983669877091224
-1.2651263880436137,0.17487729153434212,70.35621384899301
-1.160959721376947,0.17487729153434212,71.69691148671913
-1.0567930547102802,0.17487729153434212,81.42534725449536
-0.9526263880436137,0.17487729153434212,91.11750800527429
-0.8484597213769467,0.17487729153434212,97.49490808371644
-0.7442930547102802,0.17487729153434212,106.83184584750896
-0.6401263880436137,0.17487729153434212,117.7590967787506
-3.1401263880436137,0.2040439582010088,81.47234005718977
-3.035959721376947,0.2040439582010088,64.06381026906166
-2.93179305471028,0.2040439582010088,53.2781014221941
-2.8276263880436137,0.2040439582010088,50.02667081717309
-2.723459721376947,0.2040439582010088,57.70954267940028
-2.61929305471028,0.2040439582010088,52.54107045111037
-2.5151263880436137,0.2040439582010088,47.951134234848915
-2.4109597213769467,0.2040439582010088,43.3040712769538
-2.30679305471028,0.2040439582010088,43.85468384533208
-2.2026263880436137,0.2040439582010088,41.55948364154226
-2.0984597213769467,0.2040439582010088,40.94062841493373
-1.9942930547102802,0.2040439582010088,42.44358978214323
-1.8901263880436137,0.2040439582010088,44.66011215552397
-1.785959721376947,0.2040439582010088,47.93112344326463
-1.6817930547102802,0.2040439582010088,52.853302257776896
-1.5776263880436137,0.2040439582010088,58.31613512224659
-1.473459721376947,0.2040439582010088,64.53070230851039
-1.3692930547102802,0.2040439582010088,69.70600429911285
-1.2651263880436137,0.2040439582010088,77.52665820019217
-1.160959721376947,0.2040439582010088,80.07237480893824
-1.0567930547102802,0.2040439582010088,87.34868279310324
